node	genename	degree	SFS0	SFS4	SFS0_theta_pi	SFS4_theta_pi	differences_0	total_0	differences_2	total_2	differences_4	total_4	JC_distance_0	JC_distance_2	JC_distance_4
14	Cre10.g443250	1	"[1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[270,4,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.0	0.013509159532357543	16	1094	5	248	52	285	0.014769708073280775	0.020437231835531606	0.2090663808268948
15	g11927	1	"[4434,76,21,1,8,9,9,5,3,0,0,0,0,0,0,0,0,0,0]"	"[1409,80,25,2,12,9,18,6,0,0,0,0,0,0,0,0,0,0,0]"	0.006176656675226667	0.02204469231638844	489	1148	103	158	344	459	0.6294004876159381	1.525554702487489	5.420746874046481
16	g2905	4	"[239,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[51,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.00312124849939976	0.01867413632119514	25	248	10	62	14	60	0.10825673154655369	0.18160503900364863	0.2795064639638801
17	Cre07.g335900	11	"[986,2,1,1,6,0,1,0,3,0,0,0,0,0,0,0,0,0,0]"	"[295,7,0,2,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0]"	0.00496078431372549	0.018611889200124496	79	998	47	232	87	321	0.08365502904634185	0.23615115956695337	0.33632335799370583
18	Cre07.g329800	2	"[149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.0	0.0	3	150	7	42	11	29	0.020271504290939445	0.18848582121067953	0.5285310022207659
19	g4472	80	"[608,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[165,1,3,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0]"	0.001262261587668346	0.02375706837041933	68	694	26	163	59	201	0.10500159368628208	0.1793393663903159	0.37241651150446137
20	Cre13.g572450	13	"[1210,2,1,0,2,1,2,1,5,0,0,0,0,0,0,0,0,0,0]"	"[338,10,2,5,7,0,2,1,1,0,0,0,0,0,0,0,0,0,0]"	0.004613610149942329	0.020572163291546125	81	1242	25	219	117	384	0.06822883365429497	0.12383908391799486	0.39097269272496454
21	Cre09.g386750	18	"[1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[283,8,0,4,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0]"	0.0	0.016133585217032547	8	1378	13	402	32	299	0.0058281012070407106	0.03305619766431443	0.11547366941486416
22	Cre01.g052500	109	"[1774,7,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[595,15,13,11,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0]"	0.0026311192628499067	0.01638575346935446	422	1980	143	459	274	697	0.25073975467113907	0.40261516598256863	0.5569912217025306
23	Cre10.g441750	7	"[561,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[152,3,2,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0]"	0.00037215360640104197	0.023194643711142993	32	571	31	146	49	160	0.05824635900955419	0.24961944335114455	0.3936088993055481
24	Cre09.g388650	22	"[1460,25,6,1,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0]"	"[452,21,8,1,0,5,2,1,0,1,0,0,0,0,0,0,0,0,0]"	0.005617170252511397	0.017105280673029567	4157	5233	737	937	1594	1836			
25	Cre08.g360600	7	"[2833,5,2,1,6,2,1,2,0,0,0,0,0,0,0,0,0,0,0]"	"[698,21,9,7,12,8,10,5,4,3,0,0,0,0,0,0,0,0,0]"	0.002030452199580159	0.032132973309443896	547	2842	157	684	286	820	0.2224177928057171	0.2740088357390543	0.4691733877808595
26	Cre16.g674550	2	"[1796,12,6,2,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0]"	"[513,28,13,7,4,7,14,6,7,4,0,0,0,0,0,0,0,0,0]"	0.0036119711042311665	0.045957575954649416	561	988	128	196	263	379	1.061282830804407	1.5344952057092218	1.9451229279451654
27	Cre03.g190450	4	"[1659,26,7,2,2,6,9,5,0,1,0,0,0,0,0,0,0,0,0]"	"[615,15,6,2,7,6,2,6,1,1,0,0,0,0,0,0,0,0,0]"	0.009029276630085153	0.020626303975952456	301	1556	76	293	232	607	0.22373004279309053	0.31831114266586985	0.5344158741383318
28	Cre01.g034400	5	"[720,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0]"	"[199,7,9,3,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0]"	0.002365218647311595	0.029658678286129263	17	721	4	140	29	229	0.023956945197615515	0.02912987498719792	0.13870881192475437
29	Cre12.g531350	2	"[852,5,6,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0]"	"[219,6,5,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0]"	0.008562540195330611	0.022765969132751137	16	178	8	44	24	50	0.0957473581920679	0.20822380244870964	0.7662384356489861
30	Cre03.g148050	3	"[3233,54,4,13,18,7,10,7,10,1,0,0,0,0,0,0,0,0,0]"	"[1057,26,13,10,9,8,10,8,11,4,0,0,0,0,0,0,0,0,0]"	0.010190393305569671	0.027545966483479206	382	2448	114	506	310	869	0.1749531848152283	0.26792981711526836	0.4841861829071642
31	Cre03.g163700	3	"[1179,9,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0]"	"[389,24,3,7,6,5,4,5,9,1,0,0,0,0,0,0,0,0,0]"	0.0032625090169847203	0.04262072746685135	81	1260	26	248	101	483	0.06720911901726537	0.11292964385953075	0.24514258344132828
32	Cre03.g176250	71	"[688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[145,1,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0]"	0.0	0.0174719125122816	1	689	6	196	18	154	0.0014527849578873221	0.03125452230042605	0.1270636139685351
33	g9682	6	"[338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[89,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.00032776138970829236	0.00885515496521189	28	305	18	78	39	91	0.09792701349656971	0.27579358509398805	0.6354733952904027
34	g1489	41	"[1575,16,7,12,10,5,2,4,8,0,0,0,0,0,0,0,0,0,0]"	"[468,18,12,6,16,8,5,7,9,3,0,0,0,0,0,0,0,0,0]"	0.012015137557972143	0.05017997537179124	264	1358	80	300	177	471	0.22502321809421766	0.32952499483788433	0.5214544349041941
35	Cre03.g206900	13	"[2079,19,6,7,5,2,6,3,5,2,0,0,0,0,0,0,0,0,0]"	"[742,27,7,11,10,3,9,4,11,1,0,0,0,0,0,0,0,0,0]"	0.007549724044569405	0.03050108932461874	287	2181	69	357	306	849	0.1446923828831278	0.22350446684506262	0.4912607331483761
36	Cre12.g515650	23	"[428,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[115,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0]"	0.0006855889208830385	0.01534057149030411	3	426	8	104	29	119	0.007075524175018982	0.08116018848017453	0.294704136216738
37	Cre17.g731900	56	"[224,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[62,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0]"	0.0009295570079883805	0.01515151515151515	207	278	45	61	71	82	3.7008554498480235	3.0831553981299873	
38	Cre03.g152150	45	"[464,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[144,4,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0]"	0.002636581879744113	0.01574569221628045	18	424	6	64	55	161	0.04370168109298182	0.10014854446839197	0.45589696610610597
39	Cre03.g193700	9	"[925,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[275,4,0,4,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0]"	0.0014726920811242953	0.016925850800090153	33	892	32	226	60	267	0.03793912259107975	0.15692175728540925	0.2671050311592472
40	Cre02.g083950	62	"[577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[146,1,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0]"	0.0	0.018300653594771243	9	581	7	152	17	155	0.015652742044185246	0.04752721044944194	0.11857584367512441
41	Cre01.g016450	1	"[1434,15,15,7,5,2,11,5,5,0,0,0,0,0,0,0,0,0,0]"	"[438,16,12,5,11,11,6,4,0,0,0,0,0,0,0,0,0,0,0]"	0.013241943430696715	0.03835808677347679	322	1530	101	314	222	539	0.24701375893088817	0.42011003581093387	0.5974905956763366
42	g15482	7	"[1753,50,10,9,7,2,5,6,3,0,0,0,0,0,0,0,0,0,0]"	"[545,53,15,16,8,14,13,7,4,2,0,0,0,0,0,0,0,0,0]"	0.011190817790530848	0.05228758169934641	113	844	39	169	109	326	0.14748120792652739	0.27579358509398805	0.44268275144637836
43	g3262	249	"[315,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[88,6,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0]"	0.003819444444444444	0.036821329191742705	2	319	9	64	25	98	0.006295944632269775	0.15572952358368336	0.311791206206515
44	Cre01.g022350	106	"[2495,29,10,12,6,6,0,1,5,3,0,0,0,0,0,0,0,0,0]"	"[634,41,27,14,15,8,11,8,9,8,0,0,0,0,0,0,0,0,0]"	0.0071266527647287975	0.05335863377609107	348	2677	117	615	235	842	0.14276077760197708	0.21942904330947954	0.34906642553673234
45	Cre15.g635400	164	"[723,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[205,3,6,6,3,3,5,2,7,2,0,0,0,0,0,0,0,0,0]"	0.0018315018315018315	0.0570409982174688	91	730	22	148	81	246	0.13633032124172462	0.1656703736851457	0.43355838808136854
46	Cre12.g524550	3	"[511,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[131,7,5,3,1,2,1,3,2,0,0,0,0,0,0,0,0,0,0]"	0.0008629989212513483	0.044823951085810665	8	513	24	134	52	152	0.015758951409287826	0.20465023999998025	0.4567980475120531
47	g5293	99	"[122,4,3,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0]"	"[24,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0]"	0.03122730573710965	0.056795131845841784	116	240	35	57	46	65	0.775555325647904	1.2807572640131355	2.1563282143240334
48	Cre07.g333150	83	"[461,1,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0]"	"[117,2,4,2,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0]"	0.005642142897044857	0.036888492770845716	212	643	58	171	92	195	0.4343363964498906	0.4514408818777678	0.7437858702685476
49	Cre09.g415550	40	"[944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[348,0,6,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0]"	0.00011757789535567312	0.00803300836163143	33	946	22	180	84	352	0.03572103674194094	0.13341521979456666	0.2872441891920793
50	Cre09.g413950	4	"[4592,32,24,9,8,3,63,11,7,3,0,0,0,0,0,0,0,0,0]"	"[1524,31,13,8,5,2,76,13,7,4,0,0,0,0,0,0,0,0,0]"	0.011754252767324664	0.03522343776092334	161	1779	80	372	235	579	0.09644374540464537	0.25343021782265496	0.5842950655881675
51	Cre16.g661400	2	"[7818,94,63,13,43,25,23,40,13,18,0,0,0,0,0,0,0,0,0]"	"[2639,76,69,11,33,22,13,34,17,9,0,0,0,0,0,0,0,0,0]"	0.012403063474878705	0.028880704978992394	1365	7796	395	1544	1079	2870	0.19939450036109868	0.31289372013636263	0.5217792142372877
52	Cre03.g201150	60	"[2219,17,25,11,2,14,1,2,6,0,0,0,0,0,0,0,0,0,0]"	"[697,12,22,8,2,13,1,7,5,0,0,0,0,0,0,0,0,0,0]"	0.009424056954083328	0.027575393477686592	415	2384	140	484	320	798	0.19807466247411626	0.3654232971035489	0.5737563492230168
53	Cre10.g465700	20	"[1750,38,22,8,6,2,5,4,7,1,0,0,0,0,0,0,0,0,0]"	"[566,17,22,4,8,3,4,1,5,2,0,0,0,0,0,0,0,0,0]"	0.012359076385120878	0.02836725407462563	235	775	74	180	114	254	0.38851492455001335	0.5958006856988387	0.684271090300699
54	Cre05.g244900	4	"[753,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[207,10,5,1,6,2,1,0,1,1,0,0,0,0,0,0,0,0,0]"	0.00048542847731488704	0.02999832411597117	41	786	18	174	40	236	0.05406558019660547	0.11131500383870499	0.1921266050592782
55	Cre17.g703900	1	"[3470,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[750,25,27,10,5,5,3,7,6,8,0,0,0,0,0,0,0,0,0]"	9.224119755429053e-05		0.03265656144254392	17	3475	41	863	102	854	0.00490811105859251	0.049080132284965584	0.1300962185552592
56	Cre07.g320950	55	"[461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[111,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.0	0.012083264678420387	9	468	18	125	29	120	0.019481614802445507	0.1598949153457812	0.29170185461771536
57	g197	25	"[1623,17,19,7,6,0,7,3,12,1,0,0,0,0,0,0,0,0,0]"	"[493,21,18,2,10,4,5,4,9,3,0,0,0,0,0,0,0,0,0]"	0.012817398345768987	0.03990488989972087	311	1847	76	356	254	664	0.1906934138192659	0.25123142276521476	0.5350738887985883
58	Cre04.g227900	2	"[762,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]"	"[175,11,8,3,5,3,0,2,2,1,0,0,0,0,0,0,0,0,0]"	0.0009739843649878252	0.045066915655150946	5	468	13	140	26	123	0.010760586306106155	0.09912882983136231	0.2483001135407287
59	g12219	2	"[1131,7,0,0,0,2,0,2,6,0,0,0,0,0,0,0,0,0,0]"	"[313,7,1,0,0,2,0,9,5,0,0,0,0,0,0,0,0,0,0]"	0.005027214137687596	0.026648047943212894	45	405	34	104	41	107	0.12025698755638453	0.4293893945784979	0.5363964883362808
60	Cre01.g047300	65	"[595,1,1,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0]"	"[185,2,1,0,7,1,8,0,1,0,0,0,0,0,0,0,0,0,0]"	0.007226212817360168	0.037589670014347196	44	433	16	101	49	138	0.10919329644911728	0.17795194018339386	0.4810281832771692
61	Cre16.g684650	3	"[1182,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[313,7,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0]"	0.00044676098287416225	0.009302698584546293	56	1186	46	281	91	332	0.04876935368628086	0.18468256762451113	0.34114339757830575
62	Cre10.g425000	65	"[3792,25,14,10,9,7,8,10,10,7,0,0,0,0,0,0,0,0,0]"	"[1083,32,27,17,29,28,17,15,14,2,0,0,0,0,0,0,0,0,0]"	0.00838824738528505	0.047975097211880535	493	4022	165	823	429	1321	0.13383779407537452	0.23327925296241328	0.4255539907538293
63	g4412	15	"[3162,48,14,16,15,13,7,4,7,0,0,0,0,0,0,0,0,0,0]"	"[1068,56,19,18,32,19,18,14,9,1,0,0,0,0,0,0,0,0,0]"	0.01002669276272083	0.04467794560673818	540	1143	125	187	332	473	0.7455296135613995	1.6641352810120384	2.0601361279823944
64	Cre09.g388500	61	"[1601,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[479,20,5,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0]"	0.0015295172486540654	0.011716101965900514	143	1629	52	354	132	535	0.09336097031446987	0.16348350600998574	0.29920826880579565
65	g10412	35	"[151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[44,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.0	0.011264080100125154	12	155	5	32	14	47	0.08171338784141619	0.1752111383861289	0.3795814754158887
66	Cre06.g300800	57	"[318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[97,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0]"	0.0003483106931382793	0.014737921312315777	8	319	1	63	9	100	0.025507240455396794	0.01604339248598817	0.09587502863241366
67	Cre12.g493350	1	"[231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[65,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0]"	0.0	0.022369511184755594	5	232	12	49	26	68	0.021867438218591682	0.2964845524831097	0.5347123558920936
68	Cre03.g172750	6	"[2264,23,4,9,16,3,3,20,5,0,0,0,0,0,0,0,0,0,0]"	"[766,5,1,8,6,0,0,7,2,0,0,0,0,0,0,0,0,0,0]"	0.011615440097356936	0.012430632630410655	191	662	48	153	112	229	0.36422527865518306	0.40635116374522184	0.791903055218129
69	g11689	6	"[568,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]"	"[179,9,7,2,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0]"	0.0014968691439279675	0.03264785589032361	32	585	8	100	40	208	0.05679827151069632	0.0845966206090083	0.22219936210737928
70	Cre12.g514700	71	"[835,2,1,6,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0]"	"[240,3,6,6,0,6,0,3,3,0,0,0,0,0,0,0,0,0,0]"	0.006028450595924645	0.033634427553793055	42	841	23	193	88	268	0.05168095664290476	0.12977876586780412	0.4319378170100514
71	Cre11.g469300	64	"[2525,31,10,10,3,3,6,5,1,1,0,0,0,0,0,0,0,0,0]"	"[706,32,9,21,11,10,9,10,9,1,0,0,0,0,0,0,0,0,0]"	0.006644250506882266	0.04204420154369816	407	2430	127	490	292	774	0.1895447694981442	0.3180024218303067	0.5243960363923439
72	Cre06.g304350	10	"[290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[65,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.0003818251240931653	0.020261437908496733	15	294	3	80	13	72	0.05283874571295852	0.03846997079066293	0.20655898489497487
73	g2068	71	"[416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[98,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.0	0.008947268227679422	3	416	1	113	4	102	0.007246433183802644	0.008902181666537827	0.040278134228895826
74	Cre17.g735750	2	"[1455,27,22,10,4,6,5,10,1,0,0,0,0,0,0,0,0,0,0]"	"[446,45,32,18,10,12,13,4,8,2,0,0,0,0,0,0,0,0,0]"	0.014587046939988116	0.0663010967098704	254	1331	64	213	217	541	0.2202200595355837	0.3839020988976666	0.573985363699175
75	Cre08.g374350	2	"[236,4,1,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0]"	"[67,4,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0]"	0.017411764705882352	0.04277322743443369	126	272	26	47	56	92	0.7210583753659685	1.003381483300458	1.2518678603517923
76	Cre05.g232100	1	"[295,1,3,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0]"	"[57,0,4,3,1,1,2,2,3,1,0,0,0,0,0,0,0,0,0]"	0.010457516339869282	0.08858858858858859	16	230	11	69	21	56	0.07300591986840496	0.179226444343955	0.5198603854199589
77	g4590	9	"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	None	None		4	456	24	114	37	123	0.008823631184689778	0.24710940084768174	0.38447545689208074
78	Cre12.g537050	2	"[136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[29,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]"	0.0021468441391155	0.023613746573898378	2	137	1	31	5	32	0.0147424894121637	0.032972342565837046	0.1752111383861289
79	Cre03.g153550	5	"[287,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[68,3,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0]"	0.0022383382576775	0.03905228758169935	46	268	21	73	25	71	0.1949098433548718	0.3628477135335535	0.47542826024781326
80	Cre07.g316050	1	"[622,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[186,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.001991014374915304	0.00856784855565715	140	734	47	172	76	223	0.2200882704526888	0.3398198678230642	0.4544150299093028
81	Cre13.g583450	36	"[466,2,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0]"	"[145,4,3,0,1,2,2,0,2,1,0,0,0,0,0,0,0,0,0]"	0.005022359821121431	0.030024509803921566	61	392	16	61	52	136	0.1744059853297358	0.3227719947974186	0.5347123558920936
82	Cre02.g084200	4	"[474,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[135,2,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0]"	0.002903365202830443	0.015722839252251018	43	471	33	125	45	134	0.09734819810994022	0.3253984369723969	0.4453310300600562
83	Cre12.g521800	28	"[2357,67,22,14,23,13,17,9,10,3,0,0,0,0,0,0,0,0,0]"	"[810,58,9,11,12,6,15,8,6,1,0,0,0,0,0,0,0,0,0]"	0.019507290095525386	0.035528741411094356	697	2788	150	508	440	1076	0.30409883108112323	0.3752862484536805	0.5909713651615338
84	Cre17.g730950	13	"[1540,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[325,9,8,2,2,3,7,2,2,0,0,0,0,0,0,0,0,0,0]"	0.00013572376820076938	0.029484386347131443	13	704	11	183	34	169	0.01869703728189402	0.06265500917562805	0.23423170573781105
85	g9833	3	"[1670,4,3,7,5,4,2,2,3,0,0,0,0,0,0,0,0,0,0]"	"[499,8,11,15,13,9,6,7,2,1,0,0,0,0,0,0,0,0,0]"	0.005986159169550174	0.04221466753660017	510	913	142	225	203	333	1.024273070271951	1.3814128923079672	1.256734621345475
86	Cre01.g002550	6	"[624,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]"	"[187,3,4,5,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0]"	0.0026205939322374483	0.028237832349768385	17	404	4	115	24	123	0.04330574601713742	0.03561499969949092	0.22599363664167565
87	Cre04.g227250	99	"[4160,38,92,9,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0]"	"[1269,31,94,5,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0]"	0.0070000925256000135	0.020562740462615303	946	3197	301	669	608	1083	0.37632080426692605	0.6870312261371824	1.0353475806068229
88	Cre07.g350500	2	"[1883,4,6,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[466,18,24,7,8,10,6,1,6,0,0,0,0,0,0,0,0,0,0]"	0.0019525196801586811	0.04160980631568867	1032	2851	262	677	455	860	0.4942588651040638	0.5442558310749135	0.9166696834764649
89	Cre07.g345950	45	"[570,32,8,11,5,5,2,4,2,1,0,0,0,0,0,0,0,0,0]"	"[188,18,5,6,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0]"	0.02648080065359477	0.04065532233451384	150	434	32	73	79	154	0.46329256405702757	0.658659167474738	0.8639687020300519
